ExperimentName,Subject,Session,Age,Group,Handedness,Sex,Label,Identity,Shape,Target.ACC,Target.RESP,Target.RT
breaking,10,1,19,2,right,male,self,Self,S.bmp,0,,0
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,0,,0
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,0,,0
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,315
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,305
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,1095
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,421
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,501
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,837
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,625
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,801
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,921
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,0,n,945
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,0,n,295
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,925
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,867
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,633
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,511
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,477
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,579
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,921
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,743
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,940
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,722
breaking,10,1,19,2,right,male,self,Self,S.bmp,0,n,792
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,1062
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,756
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,482
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,456
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,438
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,820
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,594
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,673
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,791
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,741
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,891
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,993
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,807
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,1037
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,603
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,537
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,713
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,697
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,729
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,,0
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,0,,0
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,1055
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,647
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,942
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,468
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,1074
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,432
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,430
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,452
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,354
breaking,10,1,19,2,right,male,self,Self,S.bmp,0,n,624
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,526
breaking,10,1,19,2,right,male,self,stranger,T.bmp,0,,0
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,642
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,472
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,342
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,460
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,402
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,416
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,398
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,388
breaking,10,1,19,2,right,male,friend,Self,S.bmp,0,,0
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,728
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,430
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,645
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,381
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,469
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,779
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,384
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,870
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,556
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,674
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,512
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,510
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,878
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,0,n,974
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,582
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,846
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,662
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,894
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,486
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,526
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,348
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,754
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,448
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,422
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,0,n,242
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,746
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,1072
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,501
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,739
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,777
breaking,10,1,19,2,right,male,friend,Self,S.bmp,0,n,624
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,552
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,566
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,1004
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,719
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,541
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,614
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,533
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,506
breaking,10,1,19,2,right,male,self,Self,S.bmp,0,n,826
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,850
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,746
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,522
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,426
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,842
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,578
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,0,,0
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,832
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,935
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,196
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,658
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,512
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,421
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,819
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,762
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,498
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,365
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,566
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,732
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,821
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,718
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,595
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,617
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,570
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,461
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,691
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,521
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,591
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,937
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,524
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,778
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,674
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,606
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,644
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,414
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,466
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,665
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,690
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,518
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,1021
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,635
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,485
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,500
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,359
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,679
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,480
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,553
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,602
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,683
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,707
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,745
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,0,,0
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,709
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,511
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,441
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,663
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,805
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,675
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,548
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,607
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,438
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,372
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,761
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,537
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,715
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,477
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,371
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,337
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,545
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,701
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,483
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,319
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,873
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,812
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,457
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,442
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,717
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,798
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,409
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,631
breaking,10,1,19,2,right,male,self,Self,S.bmp,0,n,637
breaking,10,1,19,2,right,male,self,Self,S.bmp,0,n,1027
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,554
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,543
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,492
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,570
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,672
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,607
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,465
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,468
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,633
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,423
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,573
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,387
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,425
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,345
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,741
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,539
breaking,10,1,19,2,right,male,friend,Self,S.bmp,0,n,825
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,562
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,922
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,649
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,511
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,501
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,651
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,973
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,618
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,535
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,468
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,466
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,576
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,460
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,773
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,0,n,291
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,609
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,492
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,478
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,756
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,777
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,564
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,627
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,908
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,726
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,566
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,0,n,483
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,495
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,519
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,758
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,499
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,593
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,517
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,703
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,989
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,794
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,559
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,471
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,468
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,445
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,466
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,480
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,414
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,412
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,442
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,582
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,599
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,656
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,620
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,738
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,968
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,393
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,511
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,504
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,443
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,553
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,471
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,557
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,769
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,584
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,1009
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,540
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,659
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,560
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,391
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,630
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,854
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,492
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,775
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,598
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,502
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,420
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,471
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,622
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,1007
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,599
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,418
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,496
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,886
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,444
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,874
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,536
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,446
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,448
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,530
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,542
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,494
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,472
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,748
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,0,,0
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,591
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,663
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,1044
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,482
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,864
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,418
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,406
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,448
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,476
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,684
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,533
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,714
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,833
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,841
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,439
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,548
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,720
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,558
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,583
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,666
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,641
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,567
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,931
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,481
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,544
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,515
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,603
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,708
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,712
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,781
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,531
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,505
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,479
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,783
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,332
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,594
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,436
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,790
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,0,m,801
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,417
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,620
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,436
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,575
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,477
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,731
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,859
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,914
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,757
breaking,10,1,19,2,right,male,friend,Self,S.bmp,0,n,935
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,372
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,0,,0
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,782
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,528
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,746
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,513
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,374
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,476
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,588
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,636
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,436
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,534
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,547
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,750
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,932
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,878
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,469
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,422
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,462
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,722
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,426
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,567
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,436
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,544
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,449
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,893
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,474
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,0,m,438
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,479
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,892
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,411
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,524
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,391
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,949
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,821
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,596
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,0,n,577
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,1025
breaking,10,1,19,2,right,male,self,Self,S.bmp,1,m,761
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,1041
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,896
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,640
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,520
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,512
breaking,10,1,19,2,right,male,stranger,Self,S.bmp,1,n,728
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,712
breaking,10,1,19,2,right,male,friend,stranger,T.bmp,1,n,646
breaking,10,1,19,2,right,male,stranger,Friend,C.bmp,1,m,636
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,514
breaking,10,1,19,2,right,male,friend,Friend,C.bmp,1,m,473
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,536
breaking,10,1,19,2,right,male,stranger,stranger,T.bmp,1,m,486
breaking,10,1,19,2,right,male,self,Friend,C.bmp,1,n,458
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,360
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,502
breaking,10,1,19,2,right,male,self,stranger,T.bmp,1,m,466
breaking,10,1,19,2,right,male,friend,Self,S.bmp,1,m,418
